,Unnamed: 0,index,id,name,target,enzyme,smile_string,smile,gene,disease
241,501,241,DB00537,Ciprofloxacin,P43702|P43700|P11388|Q12809|P0AES4|P0C1U9|Q59192|P05653|C3T8E2|B4YQT9|P20831,P05177|P08684|P20815|P24462,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,45|164|231|305|314|326|338|389|407|453|456|464|525|577|624|650|699|713|804|807|875|880|926|935|974|1019|1047|1114|1140|1277|1295|1308|1325|1332|1357|1380|1480|1516|1729|1840|1873|1910|1917|1928|1991|2020,CYP3A4|HSD17B10|CYP2C19|CYP1A2|CYP2D6|CYP2C9|G6PD|BAX|CYP2E1,MESH:D015746|MESH:D000038|MESH:D058186|MESH:D000743|MESH:D000744|MESH:D000754|MESH:D000756|MESH:D000799|MESH:D000881|MESH:D016736|MESH:D001008|MESH:D018771|MESH:D001170|MESH:D001201|MESH:D001281|MESH:D016470|MESH:D001424|MESH:D001649|MESH:D001714|MESH:D001766|MESH:D001855|MESH:D001919|MESH:D001927|MESH:D029481|MESH:D002181|MESH:D002295|MESH:D002349|MESH:D002357|MESH:D002481|MESH:D002493|MESH:D056486|MESH:D002637|MESH:D002690|MESH:D002779|MESH:D002869|MESH:D003117|MESH:D003128|MESH:D017714|MESH:D003221|MESH:D003424|MESH:D003550|MESH:D003556|MESH:D003693|MESH:D003866|MESH:D003967|MESH:D004172|MESH:D006970|MESH:D004238|MESH:D004244|MESH:D003875|MESH:D004342|MESH:D063926|MESH:D064420|MESH:D004401|MESH:D055154|MESH:D004417|MESH:D004487|MESH:D004697|MESH:D004756|MESH:D004802|MESH:D004823|MESH:D004827|MESH:D004830|MESH:D004890|MESH:D004892|MESH:D004893|MESH:D004927|MESH:D004948|MESH:D005076|MESH:D005334|MESH:D005832|MESH:D005921|MESH:D006069|MESH:D016905|MESH:D016908|MESH:D006192|MESH:D006212|MESH:D006261|MESH:D006319|MESH:D006323|MESH:D006331|MESH:D016481|MESH:D006417|MESH:D006461|MESH:D006463|MESH:D006504|MESH:D006529|MESH:D006869|MESH:D006973|MESH:D007022|MESH:D011695|MESH:D007239|MESH:D019586|MESH:D007565|MESH:D041781|MESH:D007674|MESH:D007676|MESH:D007683|MESH:D007710|MESH:D015477|MESH:D007964|MESH:D007970|MESH:D017093|MESH:D017114|MESH:D008133|MESH:D055370|MESH:D008175|MESH:D008206|MESH:D008288|MESH:D008581|MESH:D008582|MESH:D008585|MESH:D045828|MESH:D009069|MESH:D009133|MESH:D009135|MESH:D015270|MESH:D009164|MESH:D009175|MESH:D009190|MESH:D009207|MESH:D009325|MESH:D016870|MESH:D009395|MESH:D009422|MESH:D019954|MESH:D009503|MESH:D009901|MESH:D010000|MESH:D010019|MESH:D010031|MESH:D010033|MESH:D010146|MESH:D010259|MESH:D010291|MESH:D010292|MESH:D010523|MESH:D010538|MESH:D010689|MESH:D010787|MESH:D010930|MESH:D011014|MESH:D018410|MESH:D011183|MESH:D011507|MESH:D011512|MESH:D011537|MESH:D011552|MESH:D011559|MESH:D011605|MESH:D011693|MESH:D011704|MESH:D012003|MESH:D051437|MESH:D012131|MESH:D012206|MESH:D012282|MESH:D012422|MESH:D012480|MESH:D012640|MESH:D018805|MESH:D020230|MESH:D012713|MESH:D012871|MESH:D012893|MESH:D013009|MESH:D013163|MESH:D013203|MESH:D013226|MESH:D013262|MESH:D013575|MESH:D013651|MESH:D052256|MESH:D013708|MESH:D013921|MESH:D013924|MESH:D014012|MESH:D016171|MESH:D014123|MESH:D014202|MESH:D014376|MESH:D014399|MESH:D014435|MESH:D001749|MESH:D014549|MESH:D014552|MESH:D014581|MESH:D014652|MESH:D014657|MESH:D018366|MESH:D020338|MESH:D014786|MESH:D014839|MESH:D015431
242,502,242,DB04861,Nebivolol,P08588|P07550|P13945,P10635|P08684|P33261,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,1|23|78|80|168|227|394|606|656|699|713|750|807|812|856|875|926|971|1004|1019|1025|1035|1067|1152|1236|1325|1380|1410|1487|1640|1670|1738|1750|1873|1905|1928|1938,CYP2D6|ADRB1,MESH:D050197|MESH:D001919|MESH:D005357|MESH:D054143|MESH:D006973|MESH:D058426|MESH:D010024|MESH:D013610|MESH:D018487
243,503,243,DB05246,Methsuximide,O43497,P33261,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,34|66|255|314|389|556|623|650|772|798|926|935|940|987|1057|1060|1088|1145|1199|1274|1292|1380|1750|1842|1873|1944|1966,CACNA1G|CACNA1H|CACNA1I,MESH:D003128|MESH:D062787|MESH:D004409|MESH:D012640|MESH:D013262
244,504,244,DB00952,Naratriptan,P28221|P28222|P30939|P08908,P21397,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,52|80|104|119|169|207|310|328|350|481|558|565|650|802|806|875|904|926|934|935|993|1019|1027|1057|1114|1145|1152|1236|1243|1321|1325|1357|1380|1430|1470|1476|1480|1539|1750|1754|1807|1873|1879|1937|1939|1948|2000,HTR1D|HTR1B|HTR1F|HTR1A,MESH:D054058|MESH:D017091|MESH:D003329|MESH:D003866|MESH:D004244|MESH:D005221|MESH:D008881|MESH:D009325|MESH:D012008|MESH:D014839
245,506,245,DB04855,Dronedarone,P35348|P35368|P25100|P08913|P18089|P18825|P08588|Q12809|Q13936|Q01668|O60840|Q13698|Q02641|Q08289|P54284|O00305|O95069|Q14524|P48549|P51787|Q14500|Q9UNX9|P63252|P48050|P32418|Q9UK17|P10827,P08684|P10635|P20815|P51589,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,9|13|80|102|191|251|294|322|348|350|368|409|460|515|586|591|650|656|692|695|718|744|794|807|843|875|881|922|924|975|1034|1057|1152|1172|1197|1243|1270|1357|1380|1385|1452|1476|1524|1581|1583|1604|1697|1750|1775|1808|1810|1873|1911|1917|1951|1958|1980|2008,ADRA1A|AR|CALCA|KCNH2|CYP3A4|CYP2D6|ADRB1|KCNA5,MESH:D058186|MESH:D001145|MESH:D001281|MESH:D001919|MESH:D056486|MESH:D003967|MESH:D005076|MESH:D006333|MESH:D017114|MESH:D008133|MESH:D009325|MESH:D013610|MESH:D016171|MESH:D015431
246,509,246,DB01095,Fluvastatin,P04035|Q92769,P04798|P08684|P20815|P10632|P11712|P33261|P10635|P22309|P35503|P16662|P20813,CC(C)N1C(\C=C\C(O)CC(O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1,1|45|80|90|157|169|227|239|283|389|624|650|677|680|694|699|807|835|862|896|935|965|1049|1057|1088|1141|1160|1199|1285|1290|1327|1357|1380|1408|1410|1510|1564|1573|1624|1636|1670|1672|1737|1747|1750|1873|1917|1928|1930|1989|2038,HMGCR|NR1I2|CYP2C19|ABCG2|CYP2D6|UGT1A3|SREBF1|CYP3A4|UGT2B7|CYP2C8|LIPC|SLCO2B1|ACE|UGT1A1|CYP3A5|HLA-DRB1|SLCO1B3|SLC15A1|ABCB1|APOE|CETP,MESH:D015746|MESH:D000787|MESH:D000855|MESH:D050197|MESH:D001424|MESH:D009202|MESH:D002318|MESH:D002471|MESH:D056486|MESH:D003327|MESH:D003882|MESH:D003929|MESH:D050171|MESH:D004415|MESH:D006261|MESH:D006333|MESH:D006526|MESH:D006529|MESH:D006937|MESH:D006949|MESH:D006938|MESH:D015228|MESH:D007024|MESH:D007592|MESH:D009101|MESH:D009135|MESH:D009203|MESH:D015428|MESH:D009325|MESH:D009336|MESH:D009361|MESH:D009845|MESH:D010146|MESH:D011115|MESH:D011507|MESH:D012640|MESH:D013262|MESH:D000072660|MESH:D013733|MESH:D015430|MESH:D015431
247,511,247,DB01544,Flunitrazepam,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928,P33261|P11509|P16662|P20813|P11712|P08684|P05181|P22309|P35503,CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F,124|135|314|326|352|378|451|624|650|699|715|724|732|753|765|798|838|875|881|926|935|984|987|1032|1057|1074|1088|1145|1195|1199|1274|1295|1380|1471|1531|1750|1809|1814|1840|1873|1915|1928|1940|1963|1986,GABRA2|CYP2C19|CYP3A4|GABRA5|GABRA3|GABRA4|TSPO|GABRA6,MESH:D000647|MESH:D020324|MESH:D001157|MESH:D003128|MESH:D003221|MESH:D003866|MESH:D003865|MESH:D004172|MESH:D006970|MESH:D004244|MESH:D004417|MESH:D006323|MESH:D006948|MESH:D006973|MESH:D000860|MESH:D007511|MESH:D007674|MESH:D019957|MESH:D010146|MESH:D010689|MESH:D011183|MESH:D011595|MESH:D011618|MESH:D012206|MESH:D012640|MESH:D007319|MESH:D012893|MESH:D013375|MESH:D013610|MESH:D013921|MESH:D013924|MESH:D013927|MESH:D020246
248,512,248,DB01029,Irbesartan,P30556|P05412,P10632|P11712|P35503|P23219|P08684,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,80|96|162|222|255|294|304|310|314|352|378|449|475|588|591|650|754|792|794|864|896|897|926|935|975|984|1028|1057|1060|1078|1088|1104|1114|1160|1162|1164|1199|1243|1281|1353|1380|1385|1474|1585|1638|1683|1717|1750|1754|1765|1871|1873|1897|1911|1946|2004,EDN1|AGT|APOE|CYP3A4|ACE|AGTR1|SLC2A4|APOB|CYP1A2|CYP2C9,MESH:D000419|MESH:D000740|MESH:D000799|MESH:D050197|MESH:D001281|MESH:D053099|MESH:D006332|MESH:D056486|MESH:D003327|MESH:D003693|MESH:D003924|MESH:D003928|MESH:D003929|MESH:D003967|MESH:D004342|MESH:D004719|MESH:D004802|MESH:D000075222|MESH:D005355|MESH:D005756|MESH:D005921|MESH:D005922|MESH:D005923|MESH:D006333|MESH:D006973|MESH:D017379|MESH:D007022|MESH:D007249|MESH:D007410|MESH:D041781|MESH:D007674|MESH:D007676|MESH:D008107|MESH:D008133|MESH:D024821|MESH:D020326|MESH:D009203|MESH:D009395|MESH:D011507|MESH:D051437|MESH:D012607|MESH:D012769|MESH:D013276|MESH:D013375|MESH:D013575|MESH:D020257|MESH:D014839
249,514,249,DB00555,Lamotrigine,Q15878|P35498|Q9Y5Y9|Q9UI33|Q99250|Q9NY46|P35499|Q14524|Q01118|Q9UQD0|Q15858|P30542|P29274|P35348|P08913|P08588|P21728|P21918|P14416|P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928|P35367|P41145|P02708|P28223|P46098|P42261,P22309|Q9HAW8|P35503|P22310|P19224|Q9HAW7|Q9HAW9|O60656|P54855|P06133|P16662|P00374,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,123|323|352|366|378|409|535|554|561|624|974|984|1011|1039|1055|1088|1164|1171|1269|1380|1449|1457|1459|1578|1683|1750|1855|1873|1905,CYP1A2|UGT2B7|SCN5A|ABCB1|UGT1A4|ABCG2|SCN7A|SCN10A|SCN2A|CYP3A4|CYP2C19|SCN1A|CYP2C9|CYP2D6|SCN3A|SCN8A|SCN11A|SCN4A|HLA-DRB1|HLA-DQB1|HLA-C|SCN9A|HNF4A|SLC22A1|PPT1|AQP4,MESH:D001259|MESH:D001416|MESH:D001480|MESH:D001714|MESH:D001778|MESH:D056486|MESH:D002653|MESH:D002819|MESH:D019970|MESH:D003072|MESH:D003693|MESH:D003866|MESH:D004172|MESH:D004211|MESH:D004244|MESH:D003875|MESH:D004342|MESH:D064420|MESH:D004421|MESH:D004487|MESH:D004802|MESH:D004831|MESH:D004828|MESH:D004827|MESH:D004832|MESH:D017029|MESH:D004829|MESH:D004833|MESH:D004830|MESH:D007172|MESH:D005076|MESH:D005221|MESH:D005334|MESH:D005767|MESH:D006212|MESH:D006261|MESH:D006323|MESH:D006529|MESH:D006930|MESH:D006948|MESH:D007565|MESH:D007859|MESH:D017114|MESH:D008206|MESH:D054220|MESH:D008569|MESH:D008582|MESH:D019964|MESH:D009069|MESH:D009084|MESH:D009102|MESH:D009207|MESH:D009410|MESH:D009422|MESH:D009437|MESH:D010198|MESH:D010302|MESH:D010468|MESH:D011014|MESH:D011537|MESH:D011605|MESH:D012206|MESH:D012559|MESH:D012640|MESH:D007319|MESH:D013226|MESH:D013262|MESH:D013375|MESH:D050798|MESH:D014202
250,515,250,DB00927,Famotidine,P25021,P05177,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,11|18|80|87|116|140|158|198|350|351|378|404|426|470|552|650|675|684|724|725|762|807|887|953|1171|1182|1311|1380|1427|1476|1556|1564|1567|1607|1613|1623|1680|1682|1717|1855|1873|1876,TAC1|FGF2|KDM4A|HRH2,MESH:D015746|MESH:D000236|MESH:D000707|MESH:D001172|MESH:D054537|MESH:D001714|MESH:D001941|MESH:D001943|MESH:D002277|MESH:D002493|MESH:D056486|MESH:D002779|MESH:D002819|MESH:D003072|MESH:D015179|MESH:D003221|MESH:D003693|MESH:D004342|MESH:D004381|MESH:D004415|MESH:D004935|MESH:D004941|MESH:D004942|MESH:D005355|MESH:D005705|MESH:D005756|MESH:D005764|MESH:D005767|MESH:D006471|MESH:D006212|MESH:D006261|MESH:D006323|MESH:D006356|MESH:D006333|MESH:D006505|MESH:D006966|MESH:D006967|MESH:D006973|MESH:D017379|MESH:D007037|MESH:D007565|MESH:D007680|MESH:D008113|MESH:D008175|MESH:D008545|MESH:D008582|MESH:D001523|MESH:D008708|MESH:D009078|MESH:D009207|MESH:D009362|MESH:D009395|MESH:D009422|MESH:D010146|MESH:D010302|MESH:D010437|MESH:D010438|MESH:D011141|MESH:D017118|MESH:D019106|MESH:D011832|MESH:D012640|MESH:D012871|MESH:D013262|MESH:D013272|MESH:D013274|MESH:D013276|MESH:D016171|MESH:D014456|MESH:D018487
251,524,251,DB05541,Brivaracetam,Q7L0J3|P35498|Q9Y5Y9|Q9UI33|Q99250|Q9NY46|P35499|Q14524|Q01118|Q9UQD0|Q15858|Q07699|O60939|Q9NY72|Q8IWT1,P08684|P33261|P20813|P11712,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,1|28|29|80|122|140|231|294|298|314|396|624|650|679|739|794|798|807|832|926|935|1019|1057|1171|1189|1212|1380|1544|1609|1631|1786|1917|2039,SV2A|CYP2C9|CYP2C19,MESH:D004827
252,526,252,DB00956,Hydrocodone,P35372|P41143|Q99720,P10635|P08684|P20813|P33261,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,61|67|94|231|249|311|314|370|413|486|519|580|650|656|693|695|750|841|873|926|935|940|1019|1039|1057|1058|1060|1074|1091|1104|1117|1145|1162|1171|1172|1236|1294|1325|1380|1480|1536|1656|1689|1738|1750|1873|1970|1980|2022|2046,CYP3A5|OPRD1|OPRM1|CYP2D6|OPRK1,MESH:D003371|MESH:D006212|MESH:D034381|MESH:D043183|MESH:D010146
253,528,253,DB00414,Acetohexamide,P48048,P16152|P11712,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,2|307|319|331|350|387|428|454|502|617|650|715|807|883|890|926|1017|1018|1019|1028|1057|1071|1152|1325|1380|1385|1476|1606|1634|1655|1697|1750|1820|1873|1917|1989,ABCC8|KCNJ11|KCNJ1,MESH:D056486|MESH:D002779|MESH:D003128|MESH:D004802|MESH:D005334|MESH:D007003|MESH:D007565|MESH:D009401|MESH:D053608
254,533,254,DB04871,Lorcaserin,P28335,P05177|P11509|P20813|P33261|P10635|P08684|Q01740|P04798,C[C@H]1CNCCC2=CC=C(Cl)C=C12,53|165|216|305|470|561|649|816|875|926|1019|1027|1057|1114|1236|1308|1309|1324|1380|1445|1450|1621|1683|1738|1750|1873|1898|1950|1980,HTR2C,MESH:D009765
255,535,255,DB00704,Naltrexone,P41143|P35372|P41145|Q5T1J1,P22309,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,29|80|214|231|248|311|314|327|370|389|583|649|650|656|682|750|806|807|889|908|926|935|1019|1039|1060|1104|1117|1154|1162|1174|1209|1236|1288|1291|1294|1325|1380|1475|1480|1498|1580|1602|1607|1656|1671|1738|1750|1760|1761|1808|1873|1980|2022,OPRM1|OPRK1|TAC1|OPRD1|DBH|SIGMAR1|BAX|GCG,MESH:D015746|MESH:D020751|MESH:D000437|MESH:D019973|MESH:D019969|MESH:D000855|MESH:D001321|MESH:D001919|MESH:D002375|MESH:D056486|MESH:D019970|MESH:D003693|MESH:D003866|MESH:D003873|MESH:D003967|MESH:D004244|MESH:D003875|MESH:D064420|MESH:D004409|MESH:D004890|MESH:D005076|MESH:D005221|MESH:D005356|MESH:D006212|MESH:D006261|MESH:D006556|MESH:D006930|MESH:D006946|MESH:D006948|MESH:D006973|MESH:D007022|MESH:D053609|MESH:D009021|MESH:D009103|MESH:D009325|MESH:D009422|MESH:D009293|MESH:D010051|MESH:D010146|MESH:D016584|MESH:D011297|MESH:D011537|MESH:D011605|MESH:D012640|MESH:D012772|MESH:D007319|MESH:D013375|MESH:D020323|MESH:D014029|MESH:D005879|MESH:D014202|MESH:D014839|MESH:D015431|MESH:D014987
256,536,256,DB06403,Ambrisentan,P25101|P24530,P08684|P33261|O60656|P16662|P35503|P20815,COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1,1|6|114|267|378|382|389|413|650|664|695|807|841|875|906|1057|1088|1096|1199|1255|1373|1380|1415|1417|1509|1520|1523|1722|1731|1750|1763|1802|1844|1855|1873|1917|2017,EDNRB|EDNRA|CYP2C19,MESH:D006976
257,537,257,DB00379,Mexiletine,Q14524|P35869,P05177|P10635|P20813|P05181|P08684,CC(N)COC1=C(C)C=CC=C1C,1|80|118|283|333|514|567|647|695|737|786|1039|1057|1088|1171|1380|1391|1452|1565|1722|1750|1873|1952|1999,SCN5A|CYP2D6|TAC1,MESH:D001145|MESH:D066126|MESH:D002493|MESH:D056486|MESH:D004244|MESH:D003875|MESH:D004342|MESH:D064420|MESH:D004802|MESH:D004916|MESH:D005334|MESH:D005767|MESH:D006261|MESH:D006333|MESH:D006529|MESH:D006930|MESH:D006948|MESH:D008133|MESH:D008218|MESH:D018908|MESH:D009207|MESH:D009325|MESH:D009437|MESH:D009461|MESH:D010009|MESH:D010146|MESH:D011537|MESH:D011595|MESH:D012640|MESH:D012817|MESH:D007319|MESH:D013610|MESH:D017180|MESH:D016171|MESH:D014202|MESH:D014313|MESH:D018487|MESH:D014693|MESH:D018879|MESH:D014786|MESH:D014839
258,538,258,DB00678,Losartan,P30556,P11712|P08684|P33261|P22309|P35503|Q9HAW8|P16662|O75795|P10632,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,80|85|222|294|310|318|335|339|352|378|510|561|591|643|794|802|807|821|837|896|897|935|961|975|984|1057|1078|1088|1104|1114|1160|1164|1199|1243|1281|1380|1383|1385|1474|1585|1683|1750|1754|1765|1842|1855|1871|1873|1892|1897|1911|1946|2004,UGT1A1|ABCB1|CYP3A4|UGT2B7|CYP3A5|STK39|NPHS1|AGTR1|CAMK1D,MESH:D015746|MESH:D058186|MESH:D055371|MESH:D000370|MESH:D000419|MESH:D000707|MESH:D000740|MESH:D000799|MESH:D001002|MESH:D001018|MESH:D001259|MESH:D050197|MESH:D001424|MESH:D001919|MESH:D006332|MESH:D002311|MESH:D002312|MESH:D002386|MESH:D056486|MESH:D019970|MESH:D003072|MESH:D003221|MESH:D003371|MESH:D000086382|MESH:D003921|MESH:D003928|MESH:D004244|MESH:D064420|MESH:D004401|MESH:D004408|MESH:D004417|MESH:D004719|MESH:D005315|MESH:D005334|MESH:D005355|MESH:D005921|MESH:D005923|MESH:D006073|MESH:D006261|MESH:D006331|MESH:D006333|MESH:D006937|MESH:D006943|MESH:D006946|MESH:D006947|MESH:D006973|MESH:D006974|MESH:D006976|MESH:D006977|MESH:D006984|MESH:D017379|MESH:D034141|MESH:D007022|MESH:D007024|MESH:D007249|MESH:D007410|MESH:D007674|MESH:D007676|MESH:D008103|MESH:D008106|MESH:D055370|MESH:D008175|MESH:D008382|MESH:D008546|MESH:D008569|MESH:D024821|MESH:D008881|MESH:D020388|MESH:D009203|MESH:D015428|MESH:D009325|MESH:D009336|MESH:D058426|MESH:D009393|MESH:D009400|MESH:D009404|MESH:D010024|MESH:D010182|MESH:D011086|MESH:D054972|MESH:D011507|MESH:D011658|MESH:D012078|MESH:D051437|MESH:D051436|MESH:D015427|MESH:D012598|MESH:D012817|MESH:D013262|MESH:D013281|MESH:D020521|MESH:D013375|MESH:D013575|MESH:D013610|MESH:D013927|MESH:D014511|MESH:D014581|MESH:D018366|MESH:D020246|MESH:D018487|MESH:D020257|MESH:D015431
259,539,259,DB00979,Cyclopentolate,P11229,P06276,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,1|13|80|147|389|559|650|652|687|693|695|807|881|926|965|1028|1057|1060|1088|1154|1162|1163|1199|1298|1317|1324|1365|1380|1449|1522|1581|1638|1668|1750|1873|1917|1951|2004,CHRM5|CHRM1,MESH:D001259|MESH:D002493|MESH:D003221|MESH:D004244|MESH:D004830|MESH:D005221|MESH:D005334|MESH:D006212|MESH:D015863|MESH:D015877|MESH:D015878|MESH:D009325|MESH:D010146|MESH:D011595|MESH:D011605|MESH:D012640|MESH:D013610|MESH:D014786
260,540,260,DB00358,Mefloquine,P29274,P08684|P06276|P11511|P22303,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,1|114|154|227|237|262|305|319|325|378|419|564|584|807|809|875|890|915|926|1019|1028|1039|1057|1088|1114|1219|1302|1325|1357|1380|1434|1453|1507|1573|1621|1626|1662|1676|1724|1750|1790|1808|1855|1873|1912|1928,ABCB1,MESH:C536010|MESH:D000741|MESH:D000744|MESH:D000855|MESH:D001008|MESH:D001282|MESH:D054537|MESH:D001714|MESH:D001927|MESH:D056486|MESH:D023341|MESH:D041881|MESH:D002779|MESH:D003072|MESH:D003221|MESH:D000086382|MESH:D003693|MESH:D003866|MESH:D003865|MESH:D003967|MESH:D004244|MESH:D003875|MESH:D004438|MESH:D004830|MESH:D004890|MESH:D005234|MESH:D001068|MESH:D005334|MESH:D020234|MESH:D005767|MESH:D006212|MESH:D006261|MESH:D034381|MESH:D006316|MESH:D003639|MESH:D006505|MESH:D006987|MESH:D007024|MESH:D007565|MESH:D017093|MESH:D008288|MESH:D016779|MESH:D016778|MESH:D016780|MESH:D008569|MESH:D001523|MESH:D019964|MESH:D018908|MESH:D015878|MESH:D009207|MESH:D009325|MESH:D009410|MESH:D009422|MESH:D009759|MESH:D016584|MESH:D010259|MESH:D010292|MESH:D011115|MESH:D054972|MESH:D011537|MESH:D011565|MESH:D011595|MESH:D011605|MESH:D012640|MESH:D012769|MESH:D012883|MESH:D007319|MESH:D012893|MESH:D013262|MESH:D053608|MESH:D013610|MESH:D013921|MESH:D014012|MESH:D020433|MESH:D014581|MESH:D018366|MESH:D014717|MESH:D014786|MESH:D014839
261,541,261,DB00711,Diethylcarbamazine,P09917|P23219,P06276,CCN(CC)C(=O)N1CCN(C)CC1,14|80|207|283|294|650|807|881|926|932|935|978|1008|1057|1058|1145|1236|1480|1492|1589|1692|1917|2009,ALOX5,MESH:D018771|MESH:D002825|MESH:D064420|MESH:D004605|MESH:D004660|MESH:D004719|MESH:D005076|MESH:D006261|MESH:D006973|MESH:D007634|MESH:D007674|MESH:D008118|MESH:D009855|MESH:D009896|MESH:D009901|MESH:D010243|MESH:D011507|MESH:D011537|MESH:D014605|MESH:D014717|MESH:D014786
262,542,262,DB01012,Cinacalcet,P41180,P08684|P10635|P05177,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,1|80|104|114|237|283|307|581|667|782|809|844|875|978|1039|1057|1066|1087|1088|1104|1152|1199|1243|1260|1357|1368|1380|1402|1417|1453|1522|1570|1573|1627|1697|1750|1754|1756|1855|1873|1911|1928|2017,GMNN|CASR,MESH:D018771|MESH:D003875|MESH:D005767|MESH:D006261|MESH:D006934|MESH:D006961|MESH:D049950|MESH:D006962|MESH:D006973|MESH:D008569|MESH:D063806|MESH:D009325|MESH:D011537|MESH:D011693|MESH:D012770|MESH:D018366
263,544,263,DB00227,Lovastatin,P04035|P20701|Q92769,P08684|Q15166|P10632|P22309|P35503|P16662|P33261,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,0|1|47|80|87|147|231|277|283|288|294|300|314|547|590|591|610|650|653|656|680|695|697|722|750|798|807|832|882|918|924|926|970|987|1004|1019|1057|1081|1083|1126|1231|1257|1292|1309|1380|1383|1391|1457|1544|1575|1621|1667|1760|1873|1916|1917|1999|2039,APOB|CYP2C19|NR1I2|PRL|ABCB1|CYP3A5|SMN1|SMN2|CYP2C8|CD14|CYP1A2|SLCO1B1|SOAT1|CYP2C9|CYP2D6|HMGCR|IDH1|UGT1A3|UGT2B7|APOA5|FDFT1|VDR|UGT1A1|CYP3A4|EHMT2|SLCO2B1|ABCC2|LDLR|LEP|SLCO1B3|THBS1|RORC|CETP|TFPI|PIK3CG|AKT1|NT5E|CYP4F2|LPL|LIPA|PXN|PIK3CB|CDK2,MESH:D058186|MESH:D000690|MESH:D000743|MESH:D000799|MESH:D000855|MESH:D018771|MESH:D001930|MESH:D066126|MESH:D002493|MESH:D056486|MESH:D002779|MESH:D002780|MESH:D003110|MESH:D003324|MESH:D003866|MESH:D003882|MESH:D064420|MESH:D004401|MESH:D050171|MESH:D005076|MESH:D001068|MESH:D005483|MESH:D005767|MESH:D018149|MESH:D006261|MESH:D006330|MESH:D006529|MESH:D006937|MESH:D006949|MESH:D006938|MESH:D006973|MESH:D015228|MESH:D006987|MESH:D052456|MESH:D007565|MESH:D041781|MESH:D007674|MESH:D007676|MESH:D008103|MESH:D008113|MESH:D008223|MESH:D008325|MESH:D008546|MESH:D008569|MESH:D017240|MESH:D019964|MESH:D009069|MESH:D009120|MESH:D018908|MESH:D009135|MESH:D009212|MESH:D009220|MESH:D009336|MESH:D009362|MESH:D000857|MESH:D009846|MESH:D010146|MESH:D010190|MESH:D010292|MESH:D010523|MESH:D011115|MESH:D011507|MESH:D011778|MESH:D051437|MESH:D012206|MESH:D012509|MESH:D012772|MESH:D012817|MESH:D007319|MESH:D012893|MESH:D013262|MESH:D013733|MESH:D014581|MESH:D018487|MESH:D015430|MESH:D015431
