,Unnamed: 0,index,mechanism,action,drugA,drugB
9610,9661,9661,the hypotensive activities,increase,Isradipine,Betaxolol
9611,9662,9662,The metabolism,decrease,Ketoconazole,Betaxolol
9612,9663,9663,the antihypertensive activities,decrease,Ketoprofen,Betaxolol
9613,9664,9664,the orthostatic hypotensive activities,increase,Labetalol,Betaxolol
9614,9665,9665,the antihypertensive activities,decrease,Leflunomide,Betaxolol
9615,9666,9666,the hypotensive activities,increase,Lercanidipine,Betaxolol
9616,9667,9667,The risk or severity of adverse effects,increase,Levobupivacaine,Betaxolol
9617,9668,9668,the orthostatic hypotensive activities,increase,Levodopa,Betaxolol
9618,9669,9669,The metabolism,decrease,Levomilnacipran,Betaxolol
9619,9670,9670,the bronchodilatory activities,decrease,Levosalbutamol,Betaxolol
9620,9671,9671,The serum concentration,increase,Lidocaine,Betaxolol
9621,9672,9672,The metabolism,decrease,Lisuride,Betaxolol
9622,9673,9673,The metabolism,decrease,Lobeglitazone,Betaxolol
9623,9674,9674,The metabolism,decrease,Lomustine,Betaxolol
9624,9675,9675,The metabolism,decrease,Loperamide,Betaxolol
9625,9676,9676,The metabolism,decrease,Loratadine,Betaxolol
9626,9677,9677,The metabolism,decrease,Lorcaserin,Betaxolol
9627,9678,9678,the antihypertensive activities,decrease,Lornoxicam,Betaxolol
9628,9679,9679,The metabolism,decrease,Lorpiprazole,Betaxolol
9629,9680,9680,the hypotensive activities,increase,Losartan,Betaxolol
9630,9681,9681,the antihypertensive activities,decrease,Loxoprofen,Betaxolol
9631,9682,9682,the antihypertensive activities,decrease,Lumiracoxib,Betaxolol
9632,9683,9683,the hypotensive activities,increase,Macitentan,Betaxolol
9633,9684,9684,the bradycardic activities,increase,Malathion,Betaxolol
9634,9685,9685,The metabolism,decrease,Maprotiline,Betaxolol
9635,9686,9686,the antihypertensive activities,decrease,Masoprocol,Betaxolol
9636,9687,9687,the antihypertensive activities,decrease,Mefenamicacid,Betaxolol
9637,9688,9688,the bradycardic activities,increase,Mefloquine,Betaxolol
9638,9689,9689,the antihypertensive activities,decrease,Meloxicam,Betaxolol
9639,9690,9690,the bradycardic activities,increase,Memantine,Betaxolol
9640,9691,9691,The metabolism,decrease,Mequitazine,Betaxolol
9641,9692,9692,The metabolism,decrease,Mesoridazine,Betaxolol
9642,9693,9693,the antihypertensive activities,decrease,Metamizole,Betaxolol
9643,9694,9694,The metabolism,decrease,Methadone,Betaxolol
9644,9695,9695,the atrioventricular blocking ( AV block ) activities,increase,Methamphetamine,Betaxolol
9645,9696,9696,The risk or severity of adverse effects,increase,Methazolamide,Betaxolol
9646,9697,9697,The metabolism,decrease,Methotrimeprazine,Betaxolol
9647,9698,9698,The metabolism,decrease,Methoxyflurane,Betaxolol
9648,9699,9699,the hypotensive activities,increase,Methyldopa,Betaxolol
9649,9700,9700,the vasoconstricting activities,increase,Methylergometrine,Betaxolol
9650,9701,9701,the antihypertensive activities,decrease,Methylphenidate,Betaxolol
9651,9702,9702,The serum concentration,decrease,Methylphenobarbital,Betaxolol
9652,9703,9703,The metabolism,decrease,Methyprylon,Betaxolol
9653,9704,9704,The metabolism,decrease,Metoclopramide,Betaxolol
9654,9705,9705,The serum concentration,increase,Metoprolol,Betaxolol
9655,9706,9706,The metabolism,decrease,Mexiletine,Betaxolol
9656,9707,9707,The metabolism,decrease,Mianserin,Betaxolol
9657,9708,9708,the bradycardic activities,increase,Midodrine,Betaxolol
9658,9709,9709,The metabolism,decrease,Midostaurin,Betaxolol
9659,9710,9710,the bradycardic activities,increase,Minaprine,Betaxolol
9660,9711,9711,The metabolism,decrease,Mirabegron,Betaxolol
9661,9712,9712,The metabolism,decrease,Mirtazapine,Betaxolol
9662,9713,9713,The metabolism,decrease,Moclobemide,Betaxolol
9663,9714,9714,the hypotensive activities,increase,Molsidomine,Betaxolol
9664,9715,9715,The metabolism,decrease,Morphine,Betaxolol
9665,9716,9716,the antihypertensive activities,decrease,Mycophenolatemofetil,Betaxolol
9666,9717,9717,the antihypertensive activities,decrease,Mycophenolicacid,Betaxolol
9667,9718,9718,The risk or severity of adverse effects,increase,Nabilone,Betaxolol
9668,9719,9719,the antihypertensive activities,decrease,Nabumetone,Betaxolol
9669,9720,9720,the antihypertensive activities,decrease,Naproxen,Betaxolol
9670,9721,9721,The metabolism,decrease,Nateglinide,Betaxolol
9671,9722,9722,The serum concentration,increase,Nebivolol,Betaxolol
9672,9723,9723,The metabolism,decrease,Nefazodone,Betaxolol
9673,9724,9724,the bradycardic activities,increase,Neostigmine,Betaxolol
9674,9725,9725,The metabolism,decrease,Netupitant,Betaxolol
9675,9726,9726,The metabolism,decrease,Nicardipine,Betaxolol
9676,9727,9727,The risk or severity of bleeding,increase,Bromfenac,Betrixaban
9677,9728,9728,The risk or severity of bleeding,increase,Celecoxib,Betrixaban
9678,9729,9729,The risk or severity of bleeding,increase,Chloroquine,Betrixaban
9679,9730,9730,The risk or severity of bleeding,increase,Citalopram,Betrixaban
9680,9731,9731,The risk or severity of bleeding,increase,Desvenlafaxine,Betrixaban
9681,9732,9732,The risk or severity of bleeding,increase,Diclofenac,Betrixaban
9682,9733,9733,The risk or severity of bleeding,increase,Diflunisal,Betrixaban
9683,9734,9734,The risk or severity of bleeding,increase,Duloxetine,Betrixaban
9684,9735,9735,The risk or severity of bleeding,increase,Escitalopram,Betrixaban
9685,9736,9736,The risk or severity of bleeding,increase,Etodolac,Betrixaban
9686,9737,9737,The risk or severity of bleeding,increase,Etoricoxib,Betrixaban
9687,9738,9738,The risk or severity of bleeding,increase,Fluoxetine,Betrixaban
9688,9739,9739,The risk or severity of bleeding,increase,Flurbiprofen,Betrixaban
9689,9740,9740,The risk or severity of bleeding,increase,Fluvoxamine,Betrixaban
9690,9741,9741,The risk or severity of bleeding,increase,Ibuprofen,Betrixaban
9691,9742,9742,The risk or severity of bleeding,increase,Indomethacin,Betrixaban
9692,9743,9743,The risk or severity of bleeding,increase,Ketoprofen,Betrixaban
9693,9744,9744,The risk or severity of bleeding,increase,Leflunomide,Betrixaban
9694,9745,9745,The risk or severity of bleeding,increase,Levomilnacipran,Betrixaban
9695,9746,9746,The risk or severity of bleeding,increase,Lornoxicam,Betrixaban
9696,9747,9747,The risk or severity of bleeding,increase,Loxoprofen,Betrixaban
9697,9748,9748,The risk or severity of bleeding,increase,Lumiracoxib,Betrixaban
9698,9749,9749,The risk or severity of bleeding,increase,Masoprocol,Betrixaban
9699,9750,9750,The risk or severity of bleeding,increase,Mefenamicacid,Betrixaban
9700,9751,9751,The risk or severity of bleeding,increase,Meloxicam,Betrixaban
9701,9752,9752,The risk or severity of bleeding,increase,Metamizole,Betrixaban
9702,9753,9753,The risk or severity of bleeding,increase,Mycophenolatemofetil,Betrixaban
9703,9754,9754,The risk or severity of bleeding,increase,Mycophenolicacid,Betrixaban
9704,9755,9755,The risk or severity of bleeding,increase,Nabumetone,Betrixaban
9705,9756,9756,The risk or severity of bleeding,increase,Naproxen,Betrixaban
9706,9757,9757,The risk or severity of bleeding,increase,Nefazodone,Betrixaban
9707,9758,9758,The metabolism,decrease,Bortezomib,Bexarotene
9708,9759,9759,The serum concentration,decrease,Bosentan,Bexarotene
9709,9760,9760,The risk or severity of adverse effects,increase,Cabazitaxel,Bexarotene
9710,9761,9761,The metabolism,decrease,Capecitabine,Bexarotene
9711,9762,9762,The metabolism,increase,Carbamazepine,Bexarotene
9712,9763,9763,The serum concentration,increase,Ceritinib,Bexarotene
9713,9764,9764,The metabolism,decrease,Cholecalciferol,Bexarotene
9714,9765,9765,The metabolism,decrease,Clarithromycin,Bexarotene
9715,9766,9766,The metabolism,decrease,Clemastine,Bexarotene
9716,9767,9767,The metabolism,decrease,Clotrimazole,Bexarotene
9717,9768,9768,The risk or severity of adverse effects,increase,Clozapine,Bexarotene
9718,9769,9769,The serum concentration,increase,Conivaptan,Bexarotene
9719,9770,9770,The metabolism,decrease,Crisaborole,Bexarotene
9720,9771,9771,The metabolism,decrease,Crizotinib,Bexarotene
9721,9772,9772,the cardiotoxic activities,increase,Cyclophosphamide,Bexarotene
9722,9773,9773,The metabolism,decrease,Cyclosporine,Bexarotene
9723,9774,9774,The serum concentration,decrease,Dabrafenib,Bexarotene
9724,9775,9775,The serum concentration,increase,Dasatinib,Bexarotene
9725,9776,9776,The serum concentration,decrease,Dienogest,Bexarotene
9726,9777,9777,The serum concentration,decrease,Diethylstilbestrol,Bexarotene
9727,9778,9778,the cardiotoxic activities,decrease,Digitoxin,Bexarotene
9728,9779,9779,the cardiotoxic activities,decrease,Digoxin,Bexarotene
9729,9780,9780,The metabolism,decrease,Dihydroergotamine,Bexarotene
9730,9781,9781,The metabolism,decrease,Diltiazem,Bexarotene
9731,9782,9782,The risk or severity of adverse effects,increase,Docetaxel,Bexarotene
9732,9783,9783,The metabolism,decrease,Dosulepin,Bexarotene
9733,9784,9784,The risk or severity of adverse effects,increase,Doxycycline,Bexarotene
9734,9785,9785,The metabolism,decrease,Dronedarone,Bexarotene
9735,9786,9786,The serum concentration,decrease,Drospirenone,Bexarotene
9736,9787,9787,The serum concentration,decrease,Enzalutamide,Bexarotene
9737,9788,9788,The metabolism,decrease,Erythromycin,Bexarotene
9738,9789,9789,The serum concentration,decrease,Estradiol,Bexarotene
9739,9790,9790,The serum concentration,decrease,Estramustine,Bexarotene
9740,9791,9791,The serum concentration,decrease,Estronesulfate,Bexarotene
9741,9792,9792,The serum concentration,decrease,Ethinylestradiol,Bexarotene
9742,9793,9793,The serum concentration,decrease,Etonogestrel,Bexarotene
9743,9794,9794,The metabolism,decrease,Floxuridine,Bexarotene
9744,9795,9795,The metabolism,decrease,Fluorouracil,Bexarotene
9745,9796,9796,The metabolism,decrease,Fluvastatin,Bexarotene
9746,9797,9797,The metabolism,decrease,Fluvoxamine,Bexarotene
9747,9798,9798,The metabolism,increase,Fosphenytoin,Bexarotene
9748,9799,9799,The serum concentration,increase,Gemfibrozil,Bexarotene
9749,9800,9800,The serum concentration,decrease,Gestodene,Bexarotene
9750,9801,9801,The metabolism,decrease,Imatinib,Bexarotene
9751,9802,9802,The metabolism,decrease,Irbesartan,Bexarotene
9752,9803,9803,The serum concentration,increase,Isavuconazole,Bexarotene
9753,9804,9804,The metabolism,decrease,Isradipine,Bexarotene
9754,9805,9805,The metabolism,decrease,Itraconazole,Bexarotene
9755,9806,9806,The serum concentration,increase,Ivacaftor,Bexarotene
9756,9807,9807,The metabolism,decrease,Ketoconazole,Bexarotene
9757,9808,9808,The metabolism,decrease,Leflunomide,Bexarotene
9758,9809,9809,The serum concentration,decrease,Levonorgestrel,Bexarotene
9759,9810,9810,The metabolism,decrease,Lobeglitazone,Bexarotene
9760,9811,9811,The serum concentration,increase,Lorpiprazole,Bexarotene
9761,9812,9812,The metabolism,decrease,Losartan,Bexarotene
9762,9813,9813,The metabolism,decrease,Lovastatin,Bexarotene
9763,9814,9814,The serum concentration,decrease,Lumacaftor,Bexarotene
9764,9815,9815,The serum concentration,decrease,Medroxyprogesteroneacetate,Bexarotene
9765,9816,9816,The serum concentration,decrease,Mestranol,Bexarotene
9766,9817,9817,The risk or severity of myelosuppression,increase,Metamizole,Bexarotene
9767,9818,9818,The metabolism,decrease,Midostaurin,Bexarotene
9768,9819,9819,The serum concentration,increase,Mifepristone,Bexarotene
9769,9820,9820,The serum concentration,decrease,Mitotane,Bexarotene
9770,9821,9821,The metabolism,decrease,Nefazodone,Bexarotene
9771,9822,9822,The serum concentration,increase,Netupitant,Bexarotene
9772,9823,9823,The metabolism,decrease,Nicardipine,Bexarotene
9773,9824,9824,The metabolism,decrease,Bortezomib,Bezafibrate
9774,9825,9825,The serum concentration,decrease,Bosentan,Bezafibrate
9775,9826,9826,The metabolism,increase,Carbamazepine,Bezafibrate
9776,9827,9827,The serum concentration,increase,Ceritinib,Bezafibrate
9777,9829,9829,The therapeutic efficacy,decrease,Chenodeoxycholicacid,Bezafibrate
9778,9830,9830,the hypoglycemic activities,increase,Chlorpropamide,Bezafibrate
9779,9831,9831,The metabolism,decrease,Clarithromycin,Bezafibrate
9780,9832,9832,The metabolism,decrease,Clemastine,Bezafibrate
9781,9833,9833,The metabolism,decrease,Clotrimazole,Bezafibrate
9782,9835,9835,The serum concentration,increase,Conivaptan,Bezafibrate
9783,9836,9836,The metabolism,decrease,Crizotinib,Bezafibrate
9784,9837,9837,the nephrotoxic activities,increase,Cyclosporine,Bezafibrate
9785,9838,9838,The serum concentration,decrease,Dabrafenib,Bezafibrate
9786,9839,9839,The serum concentration,increase,Dasatinib,Bezafibrate
9787,9840,9840,the anticoagulant activities,increase,Dicoumarol,Bezafibrate
9788,9841,9841,The metabolism,decrease,Dihydroergotamine,Bezafibrate
9789,9842,9842,The metabolism,decrease,Diltiazem,Bezafibrate
9790,9843,9843,The metabolism,decrease,Doxycycline,Bezafibrate
9791,9844,9844,The metabolism,decrease,Dronedarone,Bezafibrate
9792,9845,9845,The serum concentration,decrease,Enzalutamide,Bezafibrate
9793,9846,9846,The metabolism,decrease,Erythromycin,Bezafibrate
9794,9847,9847,The risk or severity of adverse effects,increase,Ezetimibe,Bezafibrate
9795,9849,9849,The metabolism,decrease,Fluvoxamine,Bezafibrate
9796,9850,9850,The metabolism,increase,Fosphenytoin,Bezafibrate
9797,9851,9851,the hypoglycemic activities,increase,Gliclazide,Bezafibrate
9798,9852,9852,the hypoglycemic activities,increase,Glimepiride,Bezafibrate
9799,9853,9853,the hypoglycemic activities,increase,Glipizide,Bezafibrate
9800,9854,9854,the hypoglycemic activities,increase,Glyburide,Bezafibrate
9801,9855,9855,The metabolism,decrease,Imatinib,Bezafibrate
9802,9856,9856,The serum concentration,increase,Isavuconazole,Bezafibrate
9803,9857,9857,The metabolism,decrease,Isradipine,Bezafibrate
9804,9858,9858,The metabolism,decrease,Itraconazole,Bezafibrate
9805,9859,9859,The serum concentration,increase,Ivacaftor,Bezafibrate
9806,9860,9860,The metabolism,decrease,Ketoconazole,Bezafibrate
9807,9861,9861,The serum concentration,increase,Lorpiprazole,Bezafibrate
9808,9863,9863,The metabolism,increase,Lumacaftor,Bezafibrate
9809,9864,9864,The serum concentration,increase,Mifepristone,Bezafibrate
9810,9865,9865,The risk or severity of adverse effects,increase,Minaprine,Bezafibrate
9811,9866,9866,The serum concentration,decrease,Mitotane,Bezafibrate
9812,9867,9867,The risk or severity of adverse effects,increase,Moclobemide,Bezafibrate
9813,9868,9868,The metabolism,decrease,Nefazodone,Bezafibrate
9814,9869,9869,The serum concentration,increase,Netupitant,Bezafibrate
9815,9870,9870,The metabolism,decrease,Bortezomib,Bicalutamide
9816,9871,9871,The serum concentration,decrease,Bosentan,Bicalutamide
9817,9872,9872,The serum concentration,increase,Bosutinib,Bicalutamide
9818,9873,9873,The risk or severity of adverse effects,increase,Bromocriptine,Bicalutamide
9819,9874,9874,The risk or severity of adverse effects,increase,Cabazitaxel,Bicalutamide
9820,9875,9875,The risk or severity of adverse effects,increase,Cabergoline,Bicalutamide
9821,9876,9876,The metabolism,increase,Carbamazepine,Bicalutamide
9822,9877,9877,The serum concentration,increase,Ceritinib,Bicalutamide
9823,9878,9878,The serum concentration,increase,Cerivastatin,Bicalutamide
9824,9879,9879,The serum concentration,increase,Cilostazol,Bicalutamide
9825,9880,9880,The serum concentration,increase,Cisapride,Bicalutamide
9826,9881,9881,The metabolism,decrease,Clarithromycin,Bicalutamide
9827,9882,9882,The metabolism,decrease,Clemastine,Bicalutamide
9828,9883,9883,The metabolism,decrease,Clotrimazole,Bicalutamide
9829,9884,9884,The serum concentration,increase,Conivaptan,Bicalutamide
9830,9885,9885,The metabolism,decrease,Crizotinib,Bicalutamide
9831,9886,9886,the cardiotoxic activities,increase,Cyclophosphamide,Bicalutamide
9832,9887,9887,The metabolism,decrease,Cyclosporine,Bicalutamide
9833,9888,9888,The serum concentration,decrease,Dabrafenib,Bicalutamide
9834,9889,9889,The serum concentration,increase,Dasatinib,Bicalutamide
9835,9890,9890,The serum concentration,increase,Dicoumarol,Bicalutamide
9836,9891,9891,the cardiotoxic activities,decrease,Digitoxin,Bicalutamide
9837,9892,9892,the cardiotoxic activities,decrease,Digoxin,Bicalutamide
